id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,grade,sub_grade,is_inc_v,accept_d,issue_d,loan_status,term
358810,365537,8000,8000,7174.62,10.51%,260.06,B,B2,True,18-10-2008,30-10-2008,Fully Paid,36months
358822,363016,5000,5000,4769.98,11.78%,165.55,C,C1,True,18-10-2008,28-10-2008,Charged Off,36months
358826,365660,7000,7000,6948.855306,6.00%,216.38,C,C5,False,18-10-2008,29-10-2008,Fully Paid,36months
358873,365742,1000,1000,998.7720819,7.68%,31.19,A,A2,False,18-10-2008,23-10-2008,Fully Paid,36months
358905,365795,15500,15500,14861.66789,12.41%,517.87,C,C3,False,19-10-2008,29-10-2008,Fully Paid,36months
358926,365827,6600,6600,6473.82238,10.83%,215.55,B,B3,True,19-10-2008,27-10-2008,Fully Paid,36months
358960,365900,4800,4800,4800.0,7.88%,150.15,A,A5,False,14-06-2010,21-06-2010,Fully Paid,36months
358967,365909,10000,10000,9362.82,12.41%,334.11,C,C3,False,19-10-2008,29-10-2008,Fully Paid,36months
358976,365924,7000,7000,6618.64,12.41%,233.88,C,C3,False,19-10-2008,31-10-2008,Fully Paid,36months
359119,366139,3500,3500,3475.0,7.68%,109.17,A,A2,False,21-10-2008,27-10-2008,Fully Paid,36months
359168,366223,24000,24000,23975.0,13.67%,816.43,D,D2,False,20-10-2008,29-10-2008,Fully Paid,36months
359175,362174,5000,5000,5000.0,10.20%,161.81,B,B1,False,20-10-2008,24-10-2008,Fully Paid,36months
359183,366245,15000,15000,13080.46,10.83%,489.88,B,B3,True,21-10-2008,05-11-2008,Fully Paid,36months
359243,366346,6500,6500,6103.02,11.78%,215.22,C,C1,False,25-10-2008,04-11-2008,Charged Off,36months
359401,366581,6000,6000,4252.423642,12.41%,200.47,C,C3,False,21-10-2008,30-10-2008,Charged Off,36months
359409,366601,6000,6000,5850.0,13.04%,202.28,C,C5,False,22-10-2008,04-11-2008,Fully Paid,36months
359428,366625,10000,10000,9700.0,8.00%,313.37,A,A3,False,24-10-2008,05-11-2008,Fully Paid,36months
359449,366665,2500,2500,2425.0,10.83%,81.65,B,B3,True,21-10-2008,29-10-2008,Fully Paid,36months
359462,366607,6000,6000,5948.865979,13.36%,203.21,D,D1,False,21-10-2008,31-10-2008,Fully Paid,36months
359468,366689,14400,14400,10810.97284,13.67%,489.86,D,D2,True,21-10-2008,30-10-2008,Charged Off,36months
359540,366823,5500,5500,5488.820938,10.20%,177.99,B,B1,False,22-10-2008,30-10-2008,Fully Paid,36months
359543,366825,18000,18000,17875.0,11.78%,595.97,C,C1,False,22-10-2008,04-11-2008,Fully Paid,36months
359544,366829,8500,8500,8350.0,10.20%,275.07,B,B1,False,23-10-2008,31-10-2008,Fully Paid,36months
359600,363465,15000,15000,7180.941912,12.41%,501.16,C,C3,False,22-10-2008,31-10-2008,Charged Off,36months
359672,367026,10000,10000,9875.0,10.51%,325.08,B,B2,False,23-10-2008,31-10-2008,Fully Paid,36months
359689,367051,10000,10000,10000.0,11.46%,329.57,B,B5,False,22-10-2008,31-10-2008,Fully Paid,36months
359696,367060,6000,6000,5925.0,11.46%,197.75,B,B5,True,22-10-2008,30-10-2008,Fully Paid,36months
359706,367054,10000,10000,9892.029663,11.46%,329.57,B,B5,False,22-10-2008,04-11-2008,Fully Paid,36months
359708,367088,9925,9925,8444.12,12.09%,330.08,C,C2,False,22-10-2008,31-10-2008,Fully Paid,36months
359716,367101,15000,15000,6781.02,14.62%,517.2,D,D5,False,23-10-2008,03-11-2008,Charged Off,36months
359727,367119,6000,6000,5825.0,9.38%,191.87,A,A5,False,23-10-2008,28-10-2008,Fully Paid,36months
359757,367169,20000,20000,15446.77,15.57%,698.91,E,E3,False,23-10-2008,31-10-2008,Fully Paid,36months
359786,364540,5000,5000,4873.811279,10.51%,162.54,B,B2,True,23-10-2008,30-10-2008,Fully Paid,36months
359789,367230,12000,12000,9825.0,10.83%,391.9,B,B3,False,28-10-2008,31-10-2008,Fully Paid,36months
359899,367365,10000,10000,9875.0,11.14%,328.06,B,B4,True,26-10-2008,07-11-2008,Fully Paid,36months
359903,367369,15000,15000,8563.52,10.20%,485.42,B,B1,False,23-10-2008,05-11-2008,Charged Off,36months
359905,365587,15000,15000,14972.71064,13.04%,505.7,C,C5,False,23-10-2008,31-10-2008,Fully Paid,36months
359906,367364,4000,4000,3975.0,13.04%,134.86,C,C5,False,23-10-2008,31-10-2008,Fully Paid,36months
359970,367476,20000,20000,19825.0,13.04%,674.27,C,C5,False,24-10-2008,06-11-2008,Fully Paid,36months
360022,367573,10000,10000,6235.849663,11.46%,329.57,B,B5,True,27-10-2008,07-11-2008,Charged Off,36months
360157,367763,15000,15000,11887.70962,11.78%,496.64,C,C1,False,22-11-2008,08-12-2008,Fully Paid,36months
360185,367808,14000,10225,6631.71,11.26%,336.03,B,B2,True,02-12-2008,17-12-2008,Fully Paid,36months
360198,367834,10000,10000,7582.3,14.93%,346.32,E,E1,False,26-10-2008,06-11-2008,Charged Off,36months
360213,367856,20000,20000,9771.852458,10.83%,653.17,B,B3,False,31-10-2008,14-11-2008,Charged Off,36months
360230,367884,7800,7800,7394.74,12.41%,260.61,C,C3,False,26-10-2008,07-11-2008,Fully Paid,36months
360252,367924,6000,6000,5297.584298,14.42%,206.3,D,D2,False,14-12-2008,29-12-2008,Fully Paid,36months
360253,367929,10000,10000,9825.0,9.07%,318.33,A,A4,False,26-10-2008,06-11-2008,Fully Paid,36months
360283,367975,7500,7500,7325.0,10.51%,243.81,B,B2,False,27-10-2008,06-11-2008,Fully Paid,36months
360316,368027,5000,5000,4825.0,10.20%,161.81,B,B1,False,27-10-2008,04-11-2008,Fully Paid,36months
360319,368030,3250,3250,3190.411732,13.67%,110.56,D,D2,False,24-11-2008,04-12-2008,Fully Paid,36months
360324,367738,1800,1800,1796.445513,10.20%,58.26,B,B1,False,27-10-2008,31-10-2008,Fully Paid,36months
360350,256301,15000,15000,13697.61,11.14%,492.08,B,B4,False,27-10-2008,07-11-2008,Fully Paid,36months
360380,368122,22000,22000,20300.0,13.67%,748.39,D,D2,False,27-10-2008,31-10-2008,Fully Paid,36months
360407,368154,23000,23000,18921.96129,10.51%,747.67,B,B2,True,27-10-2008,07-11-2008,Fully Paid,36months
360414,368167,16000,16000,14975.00148,11.78%,529.75,C,C1,True,04-11-2008,18-11-2008,Fully Paid,36months
360493,368299,12000,12000,10100.0,12.41%,400.93,C,C3,False,28-10-2008,31-10-2008,Fully Paid,36months
360494,368161,15000,15000,14875.0,14.93%,519.47,E,E1,True,28-10-2008,10-11-2008,Fully Paid,36months
360501,368309,3900,3900,3746.41821,10.51%,126.78,B,B2,False,28-10-2008,13-11-2008,Fully Paid,36months
360506,368318,4000,4000,3875.0,8.00%,125.35,A,A3,False,29-10-2008,05-11-2008,Fully Paid,36months
360521,368343,10000,7550,7475.0,10.83%,246.57,B,B3,True,18-11-2008,03-12-2008,Fully Paid,36months
360571,368421,8000,8000,4900.0,10.83%,261.27,B,B3,False,28-10-2008,11-11-2008,Fully Paid,36months
360583,368433,10000,10000,9823.895933,14.93%,346.32,E,E1,False,28-10-2008,10-11-2008,Fully Paid,36months
360677,368536,22000,22000,21872.86,11.48%,725.31,B,B2,True,24-09-2009,01-10-2009,Fully Paid,36months
360679,368538,15000,15000,14027.14,10.20%,485.42,B,B1,False,29-10-2008,12-11-2008,Fully Paid,36months
360708,368585,6500,6500,6175.0,9.38%,207.85,A,A5,True,05-11-2008,12-11-2008,Fully Paid,36months
360719,368452,10000,10000,9750.0,11.78%,331.1,C,C1,False,29-10-2008,12-11-2008,Fully Paid,36months
360772,368691,9000,9000,8118.090021,12.72%,302.04,C,C4,False,29-10-2008,06-11-2008,Fully Paid,36months
360794,368723,8000,8000,3564.06,10.51%,260.06,B,B2,True,03-11-2008,07-11-2008,Charged Off,36months
360801,368332,5100,5100,5100.0,10.51%,165.79,B,B2,True,29-10-2008,06-11-2008,Fully Paid,36months
360894,368911,8000,8000,7900.0,12.72%,268.48,C,C4,True,30-10-2008,10-11-2008,Fully Paid,36months
360903,368097,3000,3000,2962.29,9.07%,95.5,A,A4,False,30-10-2008,06-11-2008,Charged Off,36months
360906,368939,3200,3200,3100.0,10.20%,103.56,B,B1,True,30-10-2008,11-11-2008,Fully Paid,36months
360929,368953,12000,12000,11773.87343,13.99%,410.08,D,D3,False,30-10-2008,12-11-2008,Fully Paid,36months
360984,369053,2400,2400,2400.0,11.46%,79.1,B,B5,False,06-11-2008,11-11-2008,Fully Paid,36months
361003,369181,10000,10000,9850.0,11.78%,331.1,C,C1,True,30-10-2008,10-11-2008,Fully Paid,36months
361080,369303,16750,16750,13773.03118,12.41%,559.63,C,C3,False,31-10-2008,13-11-2008,Fully Paid,36months
361086,369312,1500,1500,1474.996272,11.46%,49.44,B,B5,False,31-10-2008,05-11-2008,Fully Paid,36months
361090,369325,25000,25000,20656.62918,15.25%,869.7,E,E2,True,31-10-2008,13-11-2008,Fully Paid,36months
361098,369343,8000,8000,7600.0,11.14%,262.45,B,B4,True,03-11-2008,17-11-2008,Fully Paid,36months
361107,369357,6400,6400,6200.0,13.67%,217.72,D,D2,False,31-10-2008,10-11-2008,Fully Paid,36months
361119,369377,11000,11000,8500.0,8.00%,344.71,A,A3,False,31-10-2008,13-11-2008,Fully Paid,36months
361146,369421,13500,13500,8277.84,10.83%,440.89,B,B3,False,31-10-2008,14-11-2008,Charged Off,36months
361161,369449,19000,19000,16176.37178,10.83%,620.51,B,B3,False,31-10-2008,14-11-2008,Fully Paid,36months
361165,367540,9600,9600,9147.166777,13.67%,326.57,D,D2,False,31-10-2008,14-11-2008,Fully Paid,36months
361214,369526,15000,15000,13046.35291,12.72%,503.39,C,C4,True,01-11-2008,14-11-2008,Fully Paid,36months
361215,369527,9000,9000,8522.746862,13.99%,307.56,D,D3,False,01-11-2008,14-11-2008,Fully Paid,36months
361219,369532,12000,12000,11487.12518,14.30%,411.89,D,D4,False,01-11-2008,14-11-2008,Fully Paid,36months
361244,369571,15000,15000,11225.37518,14.42%,515.74,D,D2,True,25-01-2009,30-01-2009,Fully Paid,36months
361282,369651,7000,7000,6600.004601,9.07%,222.83,A,A4,False,01-11-2008,12-11-2008,Fully Paid,36months
361289,369660,8000,8000,7798.883601,14.30%,274.59,D,D4,False,01-11-2008,12-11-2008,Fully Paid,36months
361295,369673,12000,12000,12000.0,14.26%,411.67,C,C5,False,07-10-2009,20-10-2009,Fully Paid,36months
361356,369771,25000,25000,3862.349661,11.46%,823.93,B,B5,False,02-11-2008,17-11-2008,Charged Off,36months
361370,369792,8000,8000,6971.82,13.04%,269.71,C,C5,False,02-11-2008,11-11-2008,Fully Paid,36months
361374,369648,5550,5550,4826.1,12.41%,185.43,C,C3,False,02-11-2008,10-11-2008,Charged Off,36months
361375,369800,10000,10000,9375.0,8.00%,313.37,A,A3,False,02-11-2008,14-11-2008,Fully Paid,36months
361393,369825,9450,9450,8716.018146,10.83%,308.63,B,B3,False,02-11-2008,17-11-2008,Fully Paid,36months
361399,369841,1000,1000,875.0032088,14.30%,34.33,D,D4,False,02-11-2008,07-11-2008,Fully Paid,36months
361400,367915,5500,5500,5014.978919,13.04%,185.43,C,C5,False,02-11-2008,10-11-2008,Fully Paid,36months
361404,369830,16000,16000,9262.584164,15.25%,556.61,E,E2,True,02-11-2008,17-11-2008,Charged Off,36months
361495,370020,9000,9000,8700.0,10.83%,293.93,B,B3,False,03-11-2008,17-11-2008,Fully Paid,36months
361522,370056,7000,7000,7000.0,12.09%,232.81,C,C2,False,03-11-2008,11-11-2008,Fully Paid,36months
361530,370066,10000,10000,8874.999393,12.72%,335.6,C,C4,False,05-11-2008,19-11-2008,Fully Paid,36months
361549,370096,3000,3000,2950.0,11.14%,98.42,B,B4,False,04-11-2008,13-11-2008,Fully Paid,36months
361634,370283,10000,10000,9575.0,13.67%,340.18,D,D2,False,05-11-2008,14-11-2008,Fully Paid,36months
361653,370294,5600,5600,5575.0,11.46%,184.56,B,B5,False,04-11-2008,07-11-2008,Fully Paid,36months
361687,370362,6000,6000,5775.0,10.51%,195.05,B,B2,False,04-11-2008,14-11-2008,Fully Paid,36months
361713,370430,1500,1500,1473.840526,11.78%,49.67,C,C1,False,04-11-2008,06-11-2008,Fully Paid,36months
361723,370435,8300,8300,8275.0,11.46%,273.55,B,B5,False,08-11-2008,24-11-2008,Fully Paid,36months
361726,370454,5375,5375,5300.0,10.51%,174.73,B,B2,False,04-11-2008,14-11-2008,Fully Paid,36months
361752,370500,2400,2400,2300.0,10.83%,78.38,B,B3,False,04-11-2008,07-11-2008,Fully Paid,36months
361755,370508,8000,8000,7963.044185,12.41%,267.29,C,C3,False,04-11-2008,11-11-2008,Fully Paid,36months
361781,370540,8750,8750,7899.999393,12.72%,293.65,C,C4,True,04-11-2008,18-11-2008,Fully Paid,36months
361794,370581,25000,25000,23874.99673,13.99%,854.32,D,D3,True,04-11-2008,18-11-2008,Fully Paid,36months
361816,370608,5000,5000,4772.535543,8.00%,156.69,A,A3,False,04-11-2008,12-11-2008,Fully Paid,36months
361849,370717,8400,8400,5932.67,11.14%,275.57,B,B4,False,04-11-2008,18-11-2008,Charged Off,36months
361859,370720,10000,10000,9869.159441,11.46%,329.57,B,B5,False,04-11-2008,18-11-2008,Fully Paid,36months
361874,370752,9975,9975,9298.868821,13.99%,340.88,D,D3,False,04-11-2008,17-11-2008,Fully Paid,36months
361904,370804,8000,8000,7875.0,12.41%,267.29,C,C3,False,04-11-2008,14-11-2008,Fully Paid,36months
361916,370824,4800,4800,4050.0,8.00%,150.42,A,A3,False,05-11-2008,17-11-2008,Fully Paid,36months
361919,370829,1800,1800,1800.0,12.41%,60.14,C,C3,False,04-11-2008,07-11-2008,Fully Paid,36months
361939,367488,7800,7800,7725.0,11.14%,255.88,B,B4,True,04-11-2008,12-11-2008,Fully Paid,36months
361945,370872,15000,15000,11648.18,13.99%,512.6,D,D3,False,04-11-2008,17-11-2008,Charged Off,36months
362055,370812,24000,14200,13375.0,11.46%,467.99,B,B5,False,06-11-2008,21-11-2008,Fully Paid,36months
362098,371139,4000,4000,3712.88,13.67%,136.08,D,D2,False,05-11-2008,11-11-2008,Charged Off,36months
362106,371116,6000,6000,5300.0,7.68%,187.14,A,A2,False,05-11-2008,17-11-2008,Fully Paid,36months
362107,371155,21000,21000,18308.45722,10.83%,685.83,B,B3,False,05-11-2008,20-11-2008,Fully Paid,36months
362114,367868,7000,7000,6480.74,15.57%,244.62,E,E3,True,05-11-2008,12-11-2008,Charged Off,36months
362148,371205,10000,10000,7000.0,9.07%,318.33,A,A4,False,05-11-2008,17-11-2008,Fully Paid,36months
362153,371212,6000,6000,5643.7,11.14%,196.84,B,B4,False,05-11-2008,19-11-2008,Fully Paid,36months
362159,371234,1600,1600,1587.39,10.83%,52.26,B,B3,False,06-11-2008,14-11-2008,Fully Paid,36months
362164,371243,16000,16000,13062.27833,11.14%,524.89,B,B4,False,05-11-2008,19-11-2008,Fully Paid,36months
362236,371506,7000,7000,6100.0,11.78%,231.77,C,C1,False,06-11-2008,17-11-2008,Fully Paid,36months
362265,371555,15000,15000,11768.12,13.47%,508.84,C,C4,True,10-02-2009,23-02-2009,Fully Paid,36months
362270,371564,7500,7500,5600.0,10.83%,244.94,B,B3,True,06-11-2008,20-11-2008,Fully Paid,36months
362272,371565,2400,2400,2361.11,10.83%,78.38,B,B3,False,06-11-2008,11-11-2008,Charged Off,36months
362277,371573,5000,5000,3380.586901,12.41%,167.06,C,C3,False,13-11-2008,27-11-2008,Charged Off,36months
362280,371577,5000,5000,4698.862842,13.67%,170.09,D,D2,False,06-11-2008,19-11-2008,Fully Paid,36months
362293,365891,14500,14500,11306.34089,11.14%,475.68,B,B4,True,06-11-2008,20-11-2008,Charged Off,36months
362309,371611,4000,4000,3948.858296,12.72%,134.24,C,C4,False,06-11-2008,17-11-2008,Fully Paid,36months
362317,370806,7000,7000,6562.719992,14.93%,242.42,E,E1,False,06-11-2008,20-11-2008,Fully Paid,36months
362321,371632,3000,3000,2775.0,7.68%,93.57,A,A2,False,06-11-2008,14-11-2008,Fully Paid,36months
362365,371695,21000,21000,10040.71039,13.36%,711.22,D,D1,False,06-11-2008,20-11-2008,Charged Off,36months
362386,371737,20000,20000,9920.34,11.78%,662.19,C,C1,True,11-11-2008,26-11-2008,Charged Off,36months
362392,371742,7250,7250,6975.0,11.78%,240.05,C,C1,True,06-11-2008,14-11-2008,Fully Paid,36months
362393,371666,18000,13300,12305.13,9.38%,425.3,A,A5,False,14-11-2008,01-12-2008,Charged Off,36months
362395,371755,6500,6500,6450.0,13.99%,222.13,D,D3,False,06-11-2008,14-11-2008,Fully Paid,36months
362396,371749,20000,20000,20000.0,13.92%,682.74,C,C4,True,29-08-2009,11-09-2009,Fully Paid,36months
362421,371796,12500,12500,12045.16284,19.04%,458.46,G,G4,False,07-11-2008,20-11-2008,Charged Off,36months
362438,371838,7500,7500,7475.0,12.09%,249.43,C,C2,False,07-11-2008,17-11-2008,Fully Paid,36months
362480,371907,10000,10000,9498.870303,13.36%,338.68,D,D1,False,07-11-2008,21-11-2008,Fully Paid,36months
362498,371933,4550,4550,4550.0,8.00%,142.59,A,A3,False,07-11-2008,14-11-2008,Fully Paid,36months
362505,371956,3000,3000,2850.0,7.68%,93.57,A,A2,False,08-11-2008,14-11-2008,Fully Paid,36months
362514,371969,10000,10000,7398.788413,9.07%,318.33,A,A4,False,07-11-2008,17-11-2008,Fully Paid,36months
362523,371978,6000,6000,4600.0,11.78%,198.66,C,C1,True,15-11-2008,01-12-2008,Fully Paid,36months
362553,367753,8000,8000,6594.98,10.51%,260.06,B,B2,False,07-11-2008,10-11-2008,Fully Paid,36months
362574,372054,12000,12000,10949.99955,13.99%,410.08,D,D3,False,07-11-2008,21-11-2008,Fully Paid,36months
362592,372090,9000,9000,8899.453024,15.57%,314.51,E,E3,False,07-11-2008,18-11-2008,Fully Paid,36months
362598,372098,8500,8500,8400.0,11.14%,278.85,B,B4,False,07-11-2008,20-11-2008,Fully Paid,36months
362601,372102,4000,4000,3997.16,13.23%,135.22,C,C1,False,09-08-2010,19-08-2010,Fully Paid,36months
362608,372111,3000,3000,2698.865951,13.36%,101.61,D,D1,False,07-11-2008,17-11-2008,Fully Paid,36months
362664,372203,4800,4800,3499.997686,9.07%,152.8,A,A4,False,08-11-2008,17-11-2008,Fully Paid,36months
362675,372211,24500,13075,13025.0,11.46%,430.92,B,B5,False,08-11-2008,24-11-2008,Fully Paid,36months
362682,372226,12000,12000,4944.6,12.09%,399.09,C,C2,True,13-11-2008,27-11-2008,Charged Off,36months
362717,371941,20000,9250,9083.798632,11.14%,303.45,B,B4,False,08-11-2008,24-11-2008,Fully Paid,36months
362721,372277,22000,22000,17743.81285,13.67%,748.39,D,D2,True,08-11-2008,24-11-2008,Fully Paid,36months
362732,372290,18400,18400,17391.95,12.41%,614.76,C,C3,True,19-11-2008,08-12-2008,Fully Paid,36months
362785,372379,20000,15275,13924.99744,10.51%,496.55,B,B2,False,09-11-2008,24-11-2008,Fully Paid,36months
362787,372383,1500,1500,1426.6,10.51%,48.77,B,B2,False,09-11-2008,13-11-2008,Fully Paid,36months
362803,372411,1800,1800,1800.0,11.46%,59.33,B,B5,False,10-11-2008,20-11-2008,Fully Paid,36months
362809,372424,24000,24000,10100.63,18.72%,876.36,G,G3,False,10-11-2008,24-11-2008,Charged Off,36months
362838,372466,5000,5000,4950.0,10.20%,161.81,B,B1,False,09-11-2008,14-11-2008,Fully Paid,36months
362851,372024,5000,5000,4725.0,11.46%,164.79,B,B5,False,09-11-2008,17-11-2008,Fully Paid,36months
362852,372487,2400,2400,2400.0,10.20%,77.67,B,B1,False,11-11-2008,18-11-2008,Fully Paid,36months
362888,372550,10000,10000,9325.000399,12.09%,332.58,C,C2,False,10-11-2008,24-11-2008,Fully Paid,36months
362934,372622,6000,6000,5224.417603,11.46%,197.75,B,B5,False,10-11-2008,18-11-2008,Fully Paid,36months
362937,372627,15000,15000,15000.0,11.46%,494.36,B,B5,False,17-11-2008,01-12-2008,Fully Paid,36months
362946,372640,6400,6400,5913.083435,13.67%,217.72,D,D2,False,10-11-2008,24-11-2008,Fully Paid,36months
362948,372645,6000,6000,5737.784241,16.20%,211.54,E,E5,True,12-11-2008,24-11-2008,Fully Paid,36months
362952,372647,6000,6000,5939.065225,12.72%,201.36,C,C4,True,14-11-2008,28-11-2008,Fully Paid,36months
362970,372674,10000,10000,9139.946814,14.93%,346.32,E,E1,False,12-11-2008,25-11-2008,Fully Paid,36months
363007,372722,10000,5325,5325.0,10.51%,173.11,B,B2,False,11-11-2008,25-11-2008,Fully Paid,36months
363071,372819,14400,14400,11175.0,9.07%,458.39,A,A4,True,10-11-2008,21-11-2008,Fully Paid,36months
363077,372828,11000,11000,8449.403111,9.38%,351.75,A,A5,False,10-11-2008,21-11-2008,Fully Paid,36months
363092,372795,14000,14000,12757.58074,15.88%,491.37,E,E4,True,10-11-2008,24-11-2008,Fully Paid,36months
363131,372907,9600,5425,5318.112044,11.14%,177.97,B,B4,False,11-11-2008,26-11-2008,Fully Paid,36months
363161,372952,20000,20000,19425.0,13.04%,674.27,C,C5,False,11-11-2008,25-11-2008,Fully Paid,36months
363233,372892,10000,10000,9513.085638,13.67%,340.18,D,D2,False,11-11-2008,20-11-2008,Fully Paid,36months
363247,373081,6000,6000,5225.0,12.09%,199.55,C,C2,True,12-11-2008,27-11-2008,Fully Paid,36months
363252,373099,3000,3000,1874.9981,7.37%,93.14,A,A1,False,12-11-2008,17-11-2008,Fully Paid,36months
363271,373120,25000,25000,9500.61,13.36%,846.7,D,D1,False,11-11-2008,26-11-2008,Charged Off,36months
363281,373139,2400,2400,2223.56,14.93%,83.12,E,E1,False,11-11-2008,17-11-2008,Charged Off,36months
363291,373144,15000,11575,11274.41761,11.46%,381.48,B,B5,False,11-11-2008,28-11-2008,Fully Paid,36months
363328,373234,13750,6500,5250.0,10.83%,212.28,B,B3,False,12-11-2008,26-11-2008,Fully Paid,36months
363367,373300,8000,8000,7538.163849,13.99%,273.39,D,D3,False,12-11-2008,26-11-2008,Fully Paid,36months
363389,368042,3700,3700,2590.94,11.46%,121.95,B,B5,False,12-11-2008,25-11-2008,Charged Off,36months
363405,373362,12000,12000,11137.13195,15.57%,419.35,E,E3,False,12-11-2008,26-11-2008,Fully Paid,36months
363410,373375,17000,11775,11475.0,10.51%,382.78,B,B2,True,17-11-2008,03-12-2008,Fully Paid,36months
363433,373406,5000,5000,4803.2732,13.79%,170.38,C,C5,False,01-12-2008,15-12-2008,Fully Paid,36months
363457,373435,20000,11475,11143.58,10.83%,374.76,B,B3,False,16-11-2008,01-12-2008,Fully Paid,36months
363512,373520,4500,4500,3099.418185,10.83%,146.97,B,B3,False,12-11-2008,20-11-2008,Fully Paid,36months
363517,373528,10200,10200,8225.0,10.20%,330.09,B,B1,False,12-11-2008,27-11-2008,Fully Paid,36months
363578,373584,12000,12000,10650.00304,10.83%,391.9,B,B3,False,13-11-2008,26-11-2008,Fully Paid,36months
363590,373424,13000,13000,12187.95357,12.09%,432.35,C,C2,True,13-11-2008,26-11-2008,Fully Paid,36months
363593,373319,3000,3000,3000.0,10.38%,97.34,B,B1,False,13-07-2010,15-07-2010,Fully Paid,36months
363596,373600,3000,3000,2650.0,7.68%,93.57,A,A2,False,13-11-2008,18-11-2008,Fully Paid,36months
363609,373639,15000,15000,13869.79076,15.88%,526.47,E,E4,True,13-11-2008,26-11-2008,Fully Paid,36months
363631,373673,6000,6000,6000.0,10.20%,194.17,B,B1,False,13-11-2008,26-11-2008,Fully Paid,36months
363640,373670,5500,5500,3225.0,9.38%,175.88,A,A5,False,13-11-2008,18-11-2008,Fully Paid,36months
363675,373733,10000,10000,9737.561439,12.41%,334.11,C,C3,False,14-11-2008,28-11-2008,Fully Paid,36months
363677,373726,10000,10000,9900.0,10.20%,323.62,B,B1,False,13-11-2008,26-11-2008,Fully Paid,36months
363683,373745,2500,2500,2500.0,11.14%,82.02,B,B4,False,13-11-2008,20-11-2008,Charged Off,36months
363699,373761,20000,20000,19400.0,12.41%,668.21,C,C3,True,13-11-2008,27-11-2008,Fully Paid,36months
363701,373769,15000,15000,12552.28601,17.15%,535.92,F,F3,True,13-11-2008,01-12-2008,Fully Paid,36months
363758,373763,6000,6000,5400.0,9.38%,191.87,A,A5,False,14-11-2008,21-11-2008,Fully Paid,36months
363763,373866,1200,1200,1200.0,10.83%,39.19,B,B3,False,14-11-2008,18-11-2008,Fully Paid,36months
363765,373865,1500,1500,1500.0,11.78%,49.67,C,C1,False,14-11-2008,20-11-2008,Fully Paid,36months
363803,373914,5000,5000,5000.0,11.78%,165.55,C,C1,False,14-11-2008,24-11-2008,Fully Paid,36months
363809,373920,20000,20000,19775.0,11.14%,656.11,B,B4,False,14-11-2008,28-11-2008,Fully Paid,36months
363811,373926,20000,12000,12000.0,10.51%,390.09,B,B2,False,17-11-2008,03-12-2008,Fully Paid,36months
363828,373949,25000,25000,4000.0,12.21%,832.88,B,B5,False,12-12-2008,25-12-2008,Fully Paid,36months
363852,373994,6000,6000,5788.082369,13.67%,204.11,D,D2,False,14-11-2008,03-12-2008,Fully Paid,36months
363853,373996,10000,10000,9775.0,15.25%,347.88,E,E2,False,14-11-2008,20-11-2008,Fully Paid,36months
363859,373923,7750,7750,6865.543908,15.57%,270.83,E,E3,True,15-11-2008,01-12-2008,Fully Paid,36months
363865,374005,5000,5000,4988.117186,12.72%,167.8,C,C4,False,14-11-2008,20-11-2008,Fully Paid,36months
363933,374123,20000,20000,19925.0,12.41%,668.21,C,C3,False,16-11-2008,01-12-2008,Fully Paid,36months
363955,374161,5000,5000,4550.0,8.00%,156.69,A,A3,False,15-11-2008,20-11-2008,Fully Paid,36months
363961,374174,10000,10000,9700.0,11.14%,328.06,B,B4,False,15-11-2008,27-11-2008,Fully Paid,36months
364009,366249,3000,3000,2746.680493,11.78%,99.33,C,C1,False,15-11-2008,25-11-2008,Fully Paid,36months
364075,374379,10000,9725,9487.951308,12.09%,323.43,C,C2,False,16-11-2008,01-12-2008,Fully Paid,36months
364089,374404,12000,12000,11750.90264,12.09%,399.09,C,C2,True,16-11-2008,01-12-2008,Fully Paid,36months
364148,374549,5000,5000,4700.0,7.68%,155.95,A,A2,False,17-11-2008,21-11-2008,Fully Paid,36months
364154,374558,7200,7200,6850.0,9.38%,230.24,A,A5,False,16-11-2008,21-11-2008,Fully Paid,36months
364203,374653,20000,20000,20000.0,13.04%,674.27,C,C5,False,16-11-2008,01-12-2008,Fully Paid,36months
364254,374713,14800,14800,14750.0,10.83%,483.35,B,B3,False,18-11-2008,02-12-2008,Fully Paid,36months
364256,374733,12000,12000,12000.0,12.09%,399.09,C,C2,False,17-11-2008,01-12-2008,Fully Paid,36months
364268,368827,5000,5000,4675.0,9.38%,159.89,A,A5,False,17-11-2008,24-11-2008,Fully Paid,36months
364280,374770,10800,10800,8674.68,12.09%,359.18,C,C2,False,17-11-2008,01-12-2008,Charged Off,36months
364291,374781,20000,20000,15353.73037,13.36%,677.36,D,D1,False,24-11-2008,08-12-2008,Fully Paid,36months
364302,374794,6000,6000,6000.0,13.04%,202.28,C,C5,False,19-11-2008,03-12-2008,Fully Paid,36months
364327,374846,15900,15900,15875.0,13.04%,536.05,C,C5,True,17-11-2008,01-12-2008,Fully Paid,36months
364344,374767,13500,13500,12775.0,9.38%,431.69,A,A5,False,21-11-2008,05-12-2008,Fully Paid,36months
364362,374898,2500,2500,2500.0,8.00%,78.35,A,A3,True,20-11-2008,04-12-2008,Fully Paid,36months
364377,374927,8550,8550,2067.83,14.30%,293.47,D,D4,True,17-11-2008,26-11-2008,Charged Off,36months
